,ticket_id,day_of_week_num,company_size_cat,industry_cat,customer_tier_cat,past_30d_tickets,past_90d_incidents,product_area_cat,customers_affected,error_rate_pct,downtime_min,payment_impact_flag,security_incident_flag,data_loss_flag,priority_cat
23116,1000023116,2,1,7,1,2,4,3,3,2.725980031,0,0,0,0,1
23117,1000023117,1,2,3,3,2,4,2,30,3.409354254,21,0,0,0,2
23118,1000023118,5,3,7,3,10,4,4,1201,13.20327073,15,1,0,0,3
23119,1000023119,4,3,6,2,4,1,5,135,0.541182183,14,0,0,0,2
23120,1000023120,6,1,3,1,1,1,5,23,1.038353556,0,0,0,0,1
23121,1000023121,3,1,7,2,7,1,3,2,10.43990317,0,0,0,0,1
23122,1000023122,1,2,3,3,5,3,5,36,0.505817693,0,0,0,0,1
23123,1000023123,1,2,7,2,1,2,5,6,0.597003034,12,0,0,0,1
23124,1000023124,1,2,5,3,2,2,1,35,15.48959258,5,0,0,0,2
23125,1000023125,1,1,4,1,1,1,3,6,0.0,49,0,0,0,1
23126,1000023126,2,3,7,3,5,6,3,424,4.982168054,2,0,0,0,3
23127,1000023127,3,3,3,2,8,4,4,1149,5.49843437,39,0,0,0,3
23128,1000023128,5,2,7,3,5,2,5,118,1.840319593,21,0,0,0,3
23129,1000023129,5,2,3,2,4,0,2,60,4.807017863,23,0,0,0,2
23130,1000023130,4,2,3,2,1,2,1,60,5.167843069,0,0,0,0,1
23131,1000023131,5,3,3,2,8,3,4,1010,4.178014506,0,0,0,0,2
23132,1000023132,1,1,2,2,2,4,1,35,8.649534091,13,0,0,0,2
23133,1000023133,2,3,6,2,1,2,3,349,2.988948037,0,0,0,0,2
23134,1000023134,2,2,3,3,6,2,4,359,18.62128635,47,0,0,0,3
23135,1000023135,5,2,7,2,2,3,1,167,0.751124102,0,0,0,0,2
23136,1000023136,1,2,2,2,7,2,3,170,0.160590749,0,0,0,0,1
23137,1000023137,7,2,4,2,3,2,1,28,7.678134258,0,0,0,0,1
23138,1000023138,1,3,7,3,9,3,1,4891,9.754164122,2,0,0,0,3
23139,1000023139,3,3,3,2,5,3,2,709,3.104213597,0,0,0,0,2
23140,1000023140,1,1,1,1,4,2,1,6,9.685053652,40,0,0,0,2
23141,1000023141,1,1,2,2,3,1,6,27,2.248161443,0,0,0,0,1
23142,1000023142,4,2,5,3,6,2,6,5,4.646387604,0,0,0,0,1
23143,1000023143,5,1,7,2,1,3,1,35,15.33347486,0,0,0,0,2
23144,1000023144,2,2,2,2,1,1,2,29,3.433476628,0,0,0,0,1
23145,1000023145,1,3,3,2,7,3,4,842,1.104690807,89,0,0,0,3
23146,1000023146,4,3,3,2,7,2,5,328,0.231401846,3,0,0,0,2
23147,1000023147,1,1,2,2,2,0,2,14,2.111867919,61,0,0,0,2
23148,1000023148,5,3,1,3,6,1,2,1406,0.0,5,1,0,0,3
23149,1000023149,3,2,3,3,2,1,2,98,6.285987499,8,0,0,0,2
23150,1000023150,7,1,2,2,3,3,2,13,2.312990725,11,1,0,0,2
23151,1000023151,2,3,1,3,4,3,2,2408,1.995656601,0,0,0,0,3
23152,1000023152,1,1,3,2,1,2,6,3,19.72548787,13,0,0,0,2
23153,1000023153,1,3,3,2,10,3,2,18,2.552731716,10,0,0,0,1
23154,1000023154,2,3,3,2,5,1,6,754,1.198618629,0,0,0,0,2
23155,1000023155,4,3,7,3,6,0,6,1026,8.375501896,2,0,0,0,3
23156,1000023156,1,2,3,3,4,2,1,165,2.654402364,0,0,0,0,2
23157,1000023157,7,3,6,2,5,2,5,29,6.292770788,4,0,0,0,2
23158,1000023158,4,3,6,2,5,0,6,302,4.610193295,0,0,0,0,2
23159,1000023159,2,3,7,3,2,3,6,201,2.839112844,0,0,0,0,2
23160,1000023160,2,1,7,1,4,1,2,0,3.649272582,0,0,0,0,1
23161,1000023161,3,1,5,1,1,0,1,14,2.264917169,37,0,0,0,2
23162,1000023162,1,2,4,2,4,0,4,179,3.454853736,18,0,0,0,2
23163,1000023163,1,3,6,2,6,2,4,334,8.1196582,0,0,0,0,2
23164,1000023164,2,1,7,1,4,1,2,2,0.221339067,15,0,0,0,1
23165,1000023165,4,2,4,2,4,0,3,24,4.124808902,0,0,0,0,1
23166,1000023166,4,1,4,1,3,2,6,5,1.263673512,4,0,0,0,1
23167,1000023167,3,1,7,1,3,2,5,5,5.205234322,0,0,0,0,1
23168,1000023168,5,2,2,2,3,3,5,121,1.268732459,0,0,0,0,1
23169,1000023169,5,2,4,2,2,1,5,10,0.76281342,0,0,0,0,1
23170,1000023170,2,1,3,2,4,0,5,3,5.987120365,4,0,0,0,1
23171,1000023171,4,3,7,3,8,4,1,155,18.55016354,12,0,0,0,3
23172,1000023172,1,3,6,2,7,2,4,132,20.83341786,15,0,0,0,3
23173,1000023173,1,3,1,3,11,1,1,994,7.752657844,0,0,0,0,3
23174,1000023174,5,3,1,3,5,3,2,246,4.88342975,4,0,0,0,3
23175,1000023175,1,3,1,3,4,1,1,2294,23.17233878,0,0,0,0,3
23176,1000023176,4,2,7,3,3,4,3,62,0.0,10,0,0,0,2
23177,1000023177,4,1,2,2,5,2,6,8,1.380712459,28,0,0,0,1
23178,1000023178,3,2,5,3,4,2,1,28,5.052297224,0,0,0,0,1
23179,1000023179,2,1,7,1,5,2,6,0,6.031118144,44,0,0,0,1
23180,1000023180,5,1,7,2,3,3,6,8,6.123938308,18,0,0,0,1
23181,1000023181,6,2,7,2,3,1,5,21,2.613566626,0,0,0,0,1
23182,1000023182,1,2,3,2,3,1,5,14,6.952139153,0,0,0,0,1
23183,1000023183,7,3,7,3,5,3,5,158,1.056965161,4,0,0,0,2
23184,1000023184,5,3,3,2,9,1,1,1361,8.06971816,0,0,0,0,3
23185,1000023185,1,2,3,3,0,4,3,48,0.333371819,0,0,0,0,1
23186,1000023186,4,3,7,3,5,1,6,688,7.575501684,0,0,0,0,3
23187,1000023187,2,1,5,1,1,2,3,4,4.018128695,3,0,0,0,1
23188,1000023188,4,2,7,2,4,3,1,66,5.113784669,0,0,0,0,1
23189,1000023189,2,1,5,1,5,1,1,28,9.004447049,0,0,0,0,1
23190,1000023190,5,2,2,2,4,2,3,130,0.89528855,0,0,0,0,1
23191,1000023191,3,3,3,2,15,2,1,1117,6.186820753,10,0,0,0,3
23192,1000023192,3,2,7,3,3,0,6,26,1.82745731,0,0,0,0,1
23193,1000023193,5,2,2,1,5,1,5,28,2.638355383,0,0,0,0,1
23194,1000023194,3,1,7,1,3,0,6,2,2.542326376,4,0,0,0,1
23195,1000023195,3,3,7,3,6,3,3,125,3.367062851,18,0,0,0,2
23196,1000023196,5,1,3,2,2,4,6,6,1.801698186,0,0,0,0,1
23197,1000023197,2,1,7,2,2,0,3,10,1.41941529,0,0,0,0,1
23198,1000023198,4,1,7,2,5,2,5,5,1.806507282,0,0,0,0,1
23199,1000023199,3,1,7,1,4,1,5,8,0.238191906,0,0,0,0,1
23200,1000023200,2,1,7,1,0,3,6,3,2.344309968,4,0,0,0,1
23201,1000023201,5,2,5,3,2,3,4,78,7.173840658,0,0,0,0,2
23202,1000023202,2,1,4,1,4,4,6,0,4.337508018,0,0,0,0,1
23203,1000023203,5,2,3,2,0,0,6,120,0.32453334,0,0,0,0,1
23204,1000023204,1,1,7,1,1,1,6,1,5.278163192,0,0,0,0,1
23205,1000023205,4,1,1,1,3,1,1,12,5.785869387,25,0,0,0,2
23206,1000023206,3,2,7,2,1,1,3,12,2.121194769,7,0,0,0,1
23207,1000023207,5,2,2,2,2,1,2,11,1.33858704,0,0,0,0,1
23208,1000023208,1,2,2,1,3,0,3,28,2.829111491,0,0,0,0,1
23209,1000023209,4,2,4,2,2,0,3,84,0.0,0,0,0,0,1
23210,1000023210,2,2,2,2,4,1,5,9,2.094870292,12,0,0,0,1
23211,1000023211,4,2,5,3,5,2,1,42,5.197997926,0,0,0,0,1
23212,1000023212,3,2,5,3,6,2,4,10,2.137930178,32,0,0,0,2
23213,1000023213,5,1,2,2,1,3,6,12,1.836858524,22,0,0,0,1
23214,1000023214,5,1,3,2,1,0,1,40,11.85465002,15,0,0,0,2
23215,1000023215,2,3,1,3,6,2,2,168,1.501351336,0,0,0,0,2
23216,1000023216,2,2,7,2,3,1,6,165,2.220740985,0,0,0,0,1
23217,1000023217,2,2,3,2,0,2,6,17,7.99512613,15,0,0,0,2
23218,1000023218,4,3,3,2,6,3,2,939,3.661962319,5,0,0,0,3
23219,1000023219,4,2,3,3,3,0,6,14,2.626286265,0,0,0,0,1
23220,1000023220,6,1,2,1,2,2,2,8,0.0,0,0,0,0,1
23221,1000023221,1,3,3,2,10,4,4,153,11.77528764,0,0,0,0,2
23222,1000023222,3,3,6,2,10,3,3,393,0.0,0,0,0,0,1
23223,1000023223,5,2,2,1,5,1,2,21,0.0,7,0,0,0,1
23224,1000023224,5,1,2,2,2,0,3,70,0.0,36,0,0,0,2
23225,1000023225,1,1,4,1,2,3,5,3,2.503780163,13,0,0,0,1
23226,1000023226,1,2,3,2,4,0,6,14,2.256300565,0,0,0,0,1
23227,1000023227,4,3,3,2,6,2,4,1473,6.845115979,37,0,0,0,3
23228,1000023228,6,1,3,2,1,2,1,17,1.182077524,0,0,0,0,1
23229,1000023229,1,1,1,1,1,3,2,9,3.418663716,0,1,0,0,2
23230,1000023230,3,3,6,2,7,2,5,85,0.787114569,36,0,0,0,2
23231,1000023231,2,1,7,1,3,1,5,6,1.429730748,10,0,0,0,1
23232,1000023232,3,1,7,2,4,2,5,5,1.671497081,10,0,0,0,1
23233,1000023233,4,2,2,2,1,3,3,45,2.94536966,0,0,0,0,1
23234,1000023234,3,1,1,1,5,3,6,15,1.560589697,0,0,0,0,1
23235,1000023235,5,2,7,2,4,0,5,62,1.098231846,0,0,0,0,1
23236,1000023236,1,3,3,2,8,2,3,186,2.06173931,13,0,0,0,2
23237,1000023237,4,2,2,2,5,0,3,43,5.578545948,0,0,0,0,1
23238,1000023238,5,2,5,3,0,3,6,23,1.982520307,41,1,0,0,2
23239,1000023239,1,2,7,3,4,2,6,31,2.765491344,27,0,0,0,2
23240,1000023240,3,3,3,2,9,1,2,175,0.311304474,26,0,0,0,2
23241,1000023241,5,1,3,2,0,0,5,1,0.7982365,25,0,0,0,1
23242,1000023242,1,1,7,1,3,2,5,9,0.404815764,0,0,0,0,1
23243,1000023243,4,1,3,1,2,0,2,32,6.945681693,32,0,0,0,2
23244,1000023244,4,1,7,2,2,1,6,2,5.894083052,0,0,0,0,1
23245,1000023245,4,2,7,3,3,2,1,104,1.957163735,0,0,0,0,2
23246,1000023246,4,1,4,1,3,0,3,3,1.549813062,0,0,0,0,1
23247,1000023247,5,3,6,2,10,4,1,2369,0.582751828,0,0,0,0,2
23248,1000023248,4,2,2,2,1,1,3,104,8.789652897,0,0,0,0,2
23249,1000023249,1,2,3,3,0,3,2,32,3.965323361,0,0,0,0,1
23250,1000023250,2,1,7,2,0,4,6,9,11.01945899,0,0,0,0,1
23251,1000023251,4,2,7,3,4,2,6,8,2.016549362,0,0,0,0,1
23252,1000023252,3,2,2,1,1,1,3,10,5.64753434,0,0,0,0,1
23253,1000023253,2,2,2,1,3,2,4,0,4.325948639,0,0,0,1,1
23254,1000023254,2,1,4,1,3,1,1,8,9.958069819,13,0,0,0,2
23255,1000023255,1,1,3,1,1,0,1,19,7.591723951,0,0,0,0,1
23256,1000023256,4,2,2,1,5,0,3,15,1.364745047,3,0,0,0,1
23257,1000023257,6,1,7,1,2,1,5,8,2.182305445,0,0,0,0,1
23258,1000023258,5,2,5,3,3,3,2,59,0.613278196,0,0,0,0,1
23259,1000023259,2,3,7,3,8,3,4,599,6.274395373,62,0,0,0,3
23260,1000023260,6,3,7,3,8,2,1,512,14.13528891,18,0,0,0,3
23261,1000023261,4,2,7,3,5,3,6,57,4.861073303,12,0,0,0,2
23262,1000023262,3,2,3,3,2,4,5,18,1.675485319,14,0,0,0,1
23263,1000023263,1,2,3,3,6,1,6,53,3.152623033,24,0,0,0,2
23264,1000023264,5,3,1,3,7,1,2,129,1.036753994,0,0,0,0,2
23265,1000023265,4,1,6,1,2,3,5,1,1.273070737,3,0,0,0,1
23266,1000023266,1,2,2,1,3,2,3,32,1.332410623,6,0,0,0,1
23267,1000023267,1,2,7,2,1,1,5,19,5.25937921,0,0,0,0,1
23268,1000023268,5,1,7,1,3,1,6,8,0.611236195,0,0,0,0,1
23269,1000023269,3,2,4,2,4,1,3,14,10.1230707,0,0,0,0,1
23270,1000023270,1,1,7,2,1,2,5,3,2.8145678,27,0,0,0,1
23271,1000023271,3,2,2,1,4,1,5,8,2.558213492,0,0,0,0,1
23272,1000023272,2,3,3,2,8,4,4,48,6.084269525,14,0,0,0,2
23273,1000023273,4,3,7,3,6,0,1,443,14.9544192,35,0,0,0,3
23274,1000023274,3,2,5,3,4,2,5,13,4.796395806,0,0,0,0,1
23275,1000023275,3,3,6,2,6,2,3,175,2.536689215,22,0,0,0,2
23276,1000023276,5,3,3,2,11,2,1,476,7.878952387,15,0,0,0,3
23277,1000023277,4,2,4,2,3,1,3,17,0.0,0,0,0,0,1
23278,1000023278,2,1,2,1,1,1,1,18,2.579460676,0,0,0,0,1
23279,1000023279,2,1,7,2,4,0,5,2,0.025598094,0,0,0,0,1
23280,1000023280,5,3,3,2,10,2,4,829,2.540455327,35,0,0,0,3
23281,1000023281,3,2,7,3,2,2,4,47,4.599143449,0,0,0,0,2
23282,1000023282,4,3,6,2,7,4,4,525,0.914107794,60,0,0,0,3
23283,1000023283,1,1,3,1,2,1,6,6,4.705477523,9,0,0,0,2
23284,1000023284,1,2,2,2,5,1,3,28,5.252494871,7,0,0,0,2
23285,1000023285,1,2,7,2,3,1,4,224,22.86734514,39,0,0,0,3
23286,1000023286,1,1,1,1,8,1,2,4,1.505409527,0,0,0,0,1
23287,1000023287,5,3,6,2,7,2,3,156,7.27460418,0,0,0,0,2
23288,1000023288,3,2,7,3,2,2,3,30,1.66299846,0,0,0,0,1
23289,1000023289,2,2,7,3,5,5,3,84,2.293827554,13,0,0,0,2
23290,1000023290,5,2,3,3,6,1,1,123,0.688487797,22,0,0,0,2
23291,1000023291,2,3,7,3,6,4,6,248,1.243176633,24,0,0,0,3
23292,1000023292,5,1,5,1,0,2,1,3,2.56146133,0,0,0,0,1
23293,1000023293,1,1,2,2,2,2,2,20,0.0,4,0,0,0,1
23294,1000023294,1,1,2,1,0,1,1,18,5.1124449,0,0,0,0,1
23295,1000023295,4,1,7,1,4,4,3,1,0.0,9,0,0,0,1
23296,1000023296,7,1,3,1,0,1,5,3,2.320979211,0,0,0,0,1
23297,1000023297,2,1,4,1,3,1,6,12,4.278035928,35,0,0,0,2
23298,1000023298,3,2,4,2,3,0,1,39,5.860276103,9,0,0,0,2
23299,1000023299,1,1,3,1,2,0,1,27,14.58744639,0,0,0,0,1
23300,1000023300,2,3,3,2,7,8,4,1946,8.481507013,3,0,0,0,3
23301,1000023301,3,3,1,3,6,3,4,347,2.389665946,55,0,0,0,3
23302,1000023302,5,1,2,2,2,4,1,76,4.333519563,42,0,0,0,2
23303,1000023303,5,2,4,2,6,1,1,18,7.116383128,0,0,0,0,1
23304,1000023304,4,1,3,1,4,1,3,2,4.501671843,25,0,0,0,1
23305,1000023305,4,3,1,3,3,2,1,192,15.81198902,0,0,0,0,2
23306,1000023306,3,3,3,2,7,0,4,829,6.034245843,0,0,0,0,2
23307,1000023307,6,3,6,2,9,1,4,362,0.579010715,20,0,0,0,3
23308,1000023308,1,2,5,3,3,2,2,101,1.092752695,0,0,0,0,1
23309,1000023309,4,1,7,1,2,1,1,7,1.111224461,0,0,0,0,1
23310,1000023310,1,2,3,3,5,4,4,46,6.454786778,32,0,0,0,2
23311,1000023311,5,2,3,3,3,0,2,68,2.476291987,12,0,0,0,2
23312,1000023312,5,1,4,1,3,2,3,2,5.087737088,0,0,0,0,1
23313,1000023313,3,1,6,1,1,0,3,1,3.354322795,0,0,0,0,1
23314,1000023314,1,1,2,2,2,1,2,52,3.265391597,6,0,0,0,2
23315,1000023315,2,1,2,2,1,0,6,3,3.4054635,19,0,0,0,1
23316,1000023316,1,1,5,1,1,2,1,23,3.602571392,0,0,0,0,1
23317,1000023317,1,3,7,3,12,3,4,326,8.560267036,0,0,0,1,3
23318,1000023318,1,2,2,2,2,5,2,9,1.069683841,0,0,0,0,1
23319,1000023319,5,1,7,2,2,1,5,3,6.409411384,9,0,0,0,1
23320,1000023320,6,1,4,1,3,0,6,4,0.99914033,8,0,0,0,1
23321,1000023321,7,1,7,1,1,1,3,13,0.757268259,19,0,0,0,1
23322,1000023322,5,3,3,2,8,4,5,3,1.391659625,0,0,0,0,1
23323,1000023323,2,3,3,2,5,3,5,323,1.773331603,24,0,0,0,2
23324,1000023324,6,3,6,2,11,1,3,427,1.998136067,12,0,0,0,3
23325,1000023325,1,1,4,1,3,3,3,2,1.949328358,0,0,0,0,1
23326,1000023326,5,1,7,2,1,1,6,6,7.073610426,20,0,0,0,1
23327,1000023327,5,1,2,1,1,0,1,26,3.202748638,0,0,0,0,1
23328,1000023328,7,2,7,2,3,5,3,60,2.84865024,0,0,0,0,1
23329,1000023329,4,1,3,1,1,3,1,27,4.399772116,0,0,0,0,1
23330,1000023330,5,1,1,1,3,1,1,2,21.77740912,31,0,0,0,2
23331,1000023331,1,3,3,2,8,0,5,156,1.117903529,0,0,0,0,1
23332,1000023332,4,3,7,3,3,7,5,123,2.340909939,0,0,0,0,2
23333,1000023333,2,2,2,1,3,0,6,34,5.788266715,52,0,0,0,2
23334,1000023334,1,2,4,2,1,1,3,38,7.184553924,0,0,0,0,1
23335,1000023335,4,1,3,2,1,0,6,8,4.713771885,15,0,0,0,1
23336,1000023336,3,2,2,2,2,2,6,71,20.45898746,17,0,0,0,3
23337,1000023337,2,3,7,3,8,1,4,483,6.295065914,0,0,0,0,2
23338,1000023338,4,3,6,2,11,5,3,346,1.981191315,0,0,0,0,2
23339,1000023339,4,2,7,3,4,2,4,43,10.8686619,0,0,0,0,2
23340,1000023340,2,3,7,3,12,1,5,140,0.993649034,0,0,0,0,2
23341,1000023341,1,2,5,3,4,2,1,89,6.28069924,13,0,0,0,3
23342,1000023342,5,1,4,1,1,2,5,5,0.299972815,12,0,0,0,1
23343,1000023343,1,2,3,3,2,2,5,34,3.656172503,10,0,0,0,2
23344,1000023344,1,2,4,2,4,0,5,32,2.519443656,5,0,0,0,1
23345,1000023345,4,2,3,2,6,2,3,196,1.089515706,21,0,0,0,2
23346,1000023346,5,1,7,2,4,1,1,48,5.03040308,0,0,0,0,1
23347,1000023347,4,1,3,1,2,3,5,3,0.716168396,0,0,0,0,1
23348,1000023348,5,2,5,3,3,0,5,29,1.218247603,0,0,0,0,1
23349,1000023349,2,1,2,1,2,4,5,4,0.821158414,15,0,0,0,1
23350,1000023350,1,3,3,2,1,5,3,266,0.713835866,12,0,0,0,2
23351,1000023351,3,2,2,1,7,1,3,14,2.176180432,7,0,0,0,1
23352,1000023352,2,1,7,1,3,0,3,0,3.989057462,0,0,0,0,1
23353,1000023353,1,2,3,2,3,1,4,55,6.412399798,0,0,0,0,1
23354,1000023354,2,3,6,2,5,3,6,118,1.542329284,0,0,0,0,1
23355,1000023355,4,1,2,1,2,1,5,5,1.749578798,0,0,0,0,1
23356,1000023356,1,1,4,1,2,1,6,9,0.713360139,0,0,0,0,1
23357,1000023357,2,1,4,1,0,0,3,6,8.646163253,31,0,0,0,2
23358,1000023358,3,2,7,3,3,1,3,16,2.170790314,0,0,0,0,1
23359,1000023359,7,2,7,3,2,2,3,64,1.852393025,0,1,0,0,2
23360,1000023360,1,3,7,3,5,3,4,411,11.6799786,0,0,0,0,3
23361,1000023361,5,2,4,2,3,2,4,32,13.44639997,22,0,0,0,2
23362,1000023362,3,3,3,2,8,2,4,672,8.044905889,0,0,0,0,2
23363,1000023363,3,3,6,2,13,1,4,411,3.484529712,99,0,0,0,3
23364,1000023364,5,1,1,1,2,1,2,10,2.536198526,3,0,0,0,1
23365,1000023365,2,1,3,1,3,1,2,4,1.832975709,0,0,0,0,1
23366,1000023366,1,1,7,1,4,0,3,10,6.382019776,3,0,0,0,1
23367,1000023367,1,3,6,2,4,1,2,686,2.268892652,0,1,0,0,3
23368,1000023368,3,2,3,3,7,3,5,1,0.731736302,10,0,0,0,1
23369,1000023369,4,1,7,2,7,1,1,20,2.490227069,0,0,0,0,1
23370,1000023370,7,1,7,2,1,2,6,4,2.721533961,0,0,0,0,1
23371,1000023371,3,1,1,1,0,0,3,12,1.459988492,14,0,0,0,1
23372,1000023372,3,3,1,3,13,3,1,354,12.40157765,0,0,0,0,3
23373,1000023373,5,3,1,3,5,0,5,254,0.463420267,0,0,0,0,2
23374,1000023374,1,2,5,3,1,3,1,140,4.323412051,14,0,0,0,3
23375,1000023375,4,3,3,2,4,3,2,320,2.159587821,0,0,0,0,2
23376,1000023376,7,3,3,2,9,1,2,523,0.0,0,1,0,0,2
23377,1000023377,1,2,5,3,3,2,4,180,15.96459118,0,0,0,0,2
23378,1000023378,1,2,3,2,4,1,1,13,2.942831281,0,0,0,0,1
23379,1000023379,1,1,7,1,3,2,3,16,4.649195182,10,0,0,0,2
23380,1000023380,3,3,6,2,5,5,4,112,5.831817285,0,0,0,0,2
23381,1000023381,5,1,1,1,4,1,2,21,2.410018961,0,0,0,0,1
23382,1000023382,1,1,3,1,2,3,5,3,1.062862558,0,0,0,0,1
23383,1000023383,5,3,3,2,5,0,5,72,4.397471491,0,0,0,0,1
23384,1000023384,5,1,6,1,3,1,5,0,1.39641233,7,0,0,0,1
23385,1000023385,5,2,3,2,0,3,4,30,9.712102587,0,0,0,0,1
23386,1000023386,5,3,7,3,3,3,5,369,4.037305245,21,0,0,0,3
23387,1000023387,5,1,3,1,2,2,6,15,4.457365422,13,0,0,0,2
23388,1000023388,2,3,3,2,7,2,1,410,7.605650132,0,0,0,0,2
23389,1000023389,2,2,2,2,1,1,3,15,1.94997157,0,0,0,0,1
23390,1000023390,2,1,7,1,1,2,5,7,1.063750004,0,0,0,0,1
23391,1000023391,2,1,6,1,0,1,1,11,2.80832654,51,0,0,0,2
23392,1000023392,3,3,6,2,6,5,3,116,4.928623826,30,0,0,0,2
23393,1000023393,2,3,1,3,10,7,5,104,1.206161204,17,0,0,0,2
23394,1000023394,1,2,2,2,1,0,5,209,2.650760011,22,0,0,0,2
23395,1000023395,4,2,4,2,2,1,6,75,4.334071007,28,0,0,0,2
23396,1000023396,4,3,3,2,6,5,2,286,0.0,8,0,0,0,2
23397,1000023397,5,3,1,3,8,3,2,250,0.511465001,18,1,0,0,3
23398,1000023398,1,1,2,1,2,0,5,1,4.564760737,0,0,0,0,1
23399,1000023399,2,1,3,2,2,2,5,1,1.843421756,0,0,0,0,1
23400,1000023400,2,1,5,1,1,0,1,60,2.74967903,0,0,0,0,1
23401,1000023401,2,2,7,3,1,2,2,107,2.254373832,17,0,0,0,2
23402,1000023402,2,1,4,1,1,0,3,3,1.300630528,0,0,0,0,1
23403,1000023403,1,2,7,2,4,0,3,22,5.881876777,35,0,0,0,2
23404,1000023404,1,2,4,2,3,5,3,25,0.0,0,0,0,0,1
23405,1000023405,2,1,7,1,2,0,3,10,2.192809874,0,0,0,0,1
23406,1000023406,1,2,2,1,2,1,3,145,2.021243756,11,0,0,0,2
23407,1000023407,4,3,3,2,8,2,3,334,2.01710118,0,0,0,0,2
23408,1000023408,2,3,6,2,8,1,3,88,3.797793195,6,0,0,0,2
23409,1000023409,4,1,2,2,1,0,6,54,1.0690742,0,0,0,0,1
23410,1000023410,7,1,7,1,4,0,5,1,0.421447347,20,0,0,0,1
23411,1000023411,1,2,7,2,2,2,5,3,6.098983201,0,0,0,0,1
23412,1000023412,5,1,7,1,1,4,3,5,8.067335164,33,0,0,0,2
23413,1000023413,4,2,3,2,2,0,4,42,0.948859666,0,0,0,0,1
23414,1000023414,3,1,6,1,2,4,5,7,1.451423677,0,0,0,0,1
23415,1000023415,1,1,4,1,4,0,1,7,5.773231704,37,0,0,0,2
23416,1000023416,1,1,6,1,2,2,6,0,5.326970579,51,0,0,0,1
23417,1000023417,4,1,6,1,1,2,1,6,3.596513741,0,0,0,0,1
23418,1000023418,4,2,7,2,3,2,5,29,7.087267799,14,0,0,0,2
23419,1000023419,2,3,1,3,11,1,4,838,2.189452505,30,0,0,0,3
23420,1000023420,2,1,7,1,1,0,6,3,6.410272848,21,0,0,0,1
23421,1000023421,4,2,4,2,2,1,5,4,1.054833706,0,0,0,0,1
23422,1000023422,4,1,2,2,4,0,3,24,2.75639284,13,0,0,0,1
23423,1000023423,4,2,7,2,4,0,5,43,3.260301444,22,0,0,0,2
23424,1000023424,3,2,4,2,4,3,3,20,1.962081548,11,0,0,0,1
23425,1000023425,5,3,6,2,4,2,3,74,0.207219643,8,0,0,0,1
23426,1000023426,1,3,6,2,7,6,4,358,12.64204483,0,0,0,0,2
23427,1000023427,5,1,2,1,1,0,2,4,0.836504277,42,0,0,0,1
23428,1000023428,3,3,3,2,8,2,1,639,12.94595733,0,0,0,0,2
23429,1000023429,3,2,3,2,4,1,4,88,5.13638662,54,0,0,0,2
23430,1000023430,2,3,7,3,7,2,1,1741,8.586879514,16,0,0,0,3
23431,1000023431,3,1,7,1,0,3,3,4,0.497010408,0,0,0,0,1
23432,1000023432,2,3,6,2,6,3,3,247,0.645530015,12,0,0,0,2
23433,1000023433,5,2,4,2,2,0,6,0,1.864282376,3,0,0,0,1
23434,1000023434,2,2,4,2,3,0,6,28,3.067084927,38,0,0,0,2
23435,1000023435,5,2,2,2,6,1,3,79,2.025883622,0,0,0,0,1
23436,1000023436,4,1,2,2,2,0,2,11,4.484152639,19,0,0,0,2
23437,1000023437,3,2,4,2,0,4,3,20,0.648885077,29,0,0,0,2
23438,1000023438,5,1,7,1,2,0,5,2,1.394016436,3,0,0,0,1
23439,1000023439,1,2,5,3,5,2,4,29,16.11207646,8,0,0,0,3
23440,1000023440,2,2,7,2,5,2,6,27,4.858725653,0,0,0,0,1
23441,1000023441,2,1,6,1,2,0,1,6,3.940698598,0,0,0,0,1
23442,1000023442,1,2,3,2,2,1,2,39,0.0,31,0,0,0,2
23443,1000023443,1,3,1,3,6,3,6,48,1.156703714,0,0,0,0,1
23444,1000023444,5,2,7,3,9,0,6,37,7.270801435,0,0,0,0,1
23445,1000023445,4,3,6,2,8,7,5,139,1.301083847,0,0,0,0,1
23446,1000023446,4,3,1,3,13,5,2,627,1.552666736,19,0,0,0,3
23447,1000023447,2,2,7,2,4,2,5,14,1.154101148,0,0,0,0,1
23448,1000023448,3,2,3,2,3,1,4,127,10.80945494,34,0,0,0,3
23449,1000023449,5,3,3,2,3,4,2,61,3.503616881,12,0,0,0,2
23450,1000023450,5,2,3,3,4,5,4,62,3.244736721,63,0,0,0,3
23451,1000023451,5,1,7,1,0,2,6,13,16.27219817,0,0,0,0,1
23452,1000023452,4,2,3,3,0,2,5,12,0.514184515,1,0,0,0,1
23453,1000023453,5,3,1,3,4,0,3,36,1.841985252,0,0,0,0,2
23454,1000023454,2,1,4,1,1,2,1,5,2.508226036,0,0,1,0,1
23455,1000023455,2,1,2,1,2,0,3,2,0.0,18,0,0,0,1
23456,1000023456,6,2,7,3,0,2,5,22,1.373025715,12,0,0,0,2
23457,1000023457,4,3,6,2,10,4,1,387,5.145678098,0,0,0,0,2
23458,1000023458,2,2,2,2,0,1,6,81,10.98293516,0,0,0,0,1
23459,1000023459,3,2,2,1,3,2,5,4,6.708536614,16,0,0,0,1
23460,1000023460,4,3,6,2,2,5,5,256,1.423395176,10,0,0,0,2
23461,1000023461,2,2,3,2,2,3,6,37,7.289286644,0,0,0,0,1
23462,1000023462,2,1,2,2,3,1,3,9,1.771725054,0,0,0,0,1
